ID zákazníka,Loyalty Tier,Region,Věk,Délka vztahu (dny),Recency (dny),Počet obj. 2022–24,Útrata 2022–24,App Usage Score,Email Open Rate,Skutečný CLV 2025,Predikovaný CLV 2025,CLV Segment
ACC-01124,Bronze,CZ,38,551,543,1,14903.58,34.7,0.07,0.0,206.5881,Low
ACC-01125,Silver,CZ,19,830,199,10,65132.32,53.3,0.3,0.0,11.216251,Low
ACC-01126,Bronze,CZ,38,257,18,5,24315.86,40.6,0.43,82022.53,80209.38,High
ACC-01127,Silver,CZ,54,118,32,2,7976.23,41.1,0.32,4982.04,5981.2153,Medium
ACC-01128,Bronze,CZ,24,296,148,2,2383.48,34.8,0.19,2344.85,1778.8774,Low
ACC-01129,Silver,CZ,52,532,13,6,51679.23,53.4,0.27,7028.77,6728.584,Medium
ACC-01130,Silver,SK,41,203,31,6,20334.9,52.9,0.24,23351.67,22864.104,Medium
ACC-01131,Bronze,CZ,44,1325,733,3,4115.77,46.9,0.19,0.0,0.0,Low
ACC-01132,Silver,SK,47,1264,745,5,24307.76,22.4,0.07,0.0,805.57465,Low
ACC-01133,Silver,CZ,32,436,64,8,36158.41,68.6,0.28,34683.14,33611.15,High
ACC-01134,Bronze,CZ,34,809,700,2,19224.59,25.1,0.29,0.0,597.1972,Low
ACC-01135,Silver,CZ,39,413,85,2,37300.67,45.4,0.55,19028.06,19006.375,Medium
ACC-01136,Bronze,CZ,18,607,206,3,9457.69,33.7,0.08,0.0,2358.2825,Low
ACC-01137,Bronze,CZ,24,669,402,5,10139.6,21.7,0.07,0.0,359.78308,Low
ACC-01138,Silver,CZ,48,495,214,5,17768.27,45.0,0.39,11691.66,10706.226,Medium
ACC-01139,Bronze,CZ,31,1190,143,8,56948.36,60.2,0.43,17045.92,15411.593,Medium
ACC-01140,Gold,CZ,35,493,439,1,1272.83,13.1,0.24,0.0,884.17596,Low
ACC-01141,Silver,CZ,18,328,9,4,16413.52,68.0,0.3,14250.23,14913.308,Medium
ACC-01142,Gold,CZ,30,652,50,6,36179.03,57.5,0.49,0.0,241.95377,Low
ACC-01143,Bronze,CZ,45,1122,833,6,46843.71,51.6,0.39,0.0,428.62485,Low
ACC-01144,Silver,SK,29,184,37,3,2977.24,65.9,0.23,14666.41,14887.594,Medium
ACC-01145,Silver,CZ,40,1415,204,10,48235.58,46.1,0.55,0.0,1140.4084,Low
ACC-01146,Bronze,CZ,35,208,117,3,22688.3,48.7,0.41,41817.8,41145.73,High
ACC-01147,Bronze,CZ,37,599,110,6,30877.25,43.9,0.28,12843.45,12530.02,Medium
ACC-01148,Bronze,SK,52,72,999,0,0.0,19.1,0.14,14127.23,12618.232,Medium
ACC-01149,Bronze,CZ,39,856,800,2,2737.92,23.7,0.28,0.0,0.0,Low
ACC-01150,Bronze,CZ,33,1172,259,9,29134.31,66.7,0.27,0.0,790.18896,Low
ACC-01151,Bronze,CZ,31,1426,681,8,37506.3,43.7,0.41,0.0,0.0,Low
ACC-01152,Silver,SK,48,38,999,0,0.0,13.2,0.23,36706.41,35483.926,High
ACC-01153,Gold,CZ,27,899,426,5,31467.82,26.6,0.06,0.0,221.18813,Low
ACC-01154,Gold,CZ,44,367,82,6,45170.17,43.4,0.42,42677.52,42472.5,High
ACC-01155,Bronze,CZ,18,1057,654,6,22660.85,51.7,0.39,0.0,0.0,Low
ACC-01156,Silver,SK,55,1125,440,8,30197.02,55.3,0.58,0.0,0.0,Low
ACC-01157,Silver,CZ,41,316,7,11,98751.35,79.7,0.69,40364.66,41002.855,High
ACC-01158,Silver,CZ,35,263,4,2,9160.18,41.6,0.6,5222.72,5414.0234,Medium
ACC-01159,Gold,CZ,38,728,144,15,74363.23,83.2,0.56,41779.49,40604.336,High
ACC-01160,Silver,SK,37,1365,759,4,16948.600000000002,13.5,0.09,0.0,353.95654,Low
ACC-01161,Silver,SK,39,1229,586,5,40848.62,20.3,0.12,0.0,0.0,Low
ACC-01162,Silver,CZ,36,1458,247,6,23488.57,68.1,0.45,0.0,330.42087,Low
ACC-01163,Bronze,SK,35,181,77,1,1348.86,11.0,0.24,7564.16,7168.0312,Medium
ACC-01164,Silver,SK,44,254,136,2,7436.45,18.5,0.22,9468.58,9941.571,Medium
ACC-01165,Bronze,CZ,48,74,999,0,0.0,52.2,0.41,55379.47,54838.69,High
ACC-01166,Silver,SK,31,525,154,4,36912.77,29.9,0.26,0.0,296.25928,Low
ACC-01167,Bronze,CZ,35,895,451,4,11489.51,21.8,0.03,2347.91,0.0,Low
ACC-01168,Bronze,CZ,24,343,342,1,1490.16,44.1,0.04,0.0,501.3745,Low
ACC-01169,Bronze,CZ,40,707,586,2,3646.2,11.2,0.27,0.0,450.71384,Low
ACC-01170,Bronze,CZ,37,159,59,3,14656.05,50.3,0.43,26315.04,26288.03,High
ACC-01171,Gold,CZ,31,961,128,8,30892.98,47.1,0.5,14331.59,13282.428,Medium
ACC-01172,Silver,CZ,61,1300,1007,2,12434.79,30.5,0.05,0.0,465.96732,Low
ACC-01173,Silver,CZ,34,7,999,0,0.0,15.6,0.26,3956.61,13163.343,Medium
ACC-01174,Bronze,SK,43,200,98,1,2416.74,38.7,0.17,2416.94,2489.1677,Low
ACC-01175,Bronze,SK,32,574,53,8,38863.51,57.4,0.3,23058.68,21940.975,Medium
ACC-01176,Bronze,SK,18,775,694,2,8143.34,32.0,0.18,0.0,95.585594,Low
ACC-01177,Silver,CZ,18,1169,304,12,103366.4,53.3,0.59,0.0,0.0,Low
ACC-01178,Bronze,CZ,18,1079,981,1,2014.17,20.9,0.21,0.0,0.0,Low
ACC-01179,Gold,CZ,43,886,207,20,147211.24,80.6,0.65,0.0,3790.1455,Low
ACC-01180,Silver,CZ,56,1427,446,3,14733.77,17.7,0.1,0.0,0.0,Low
ACC-01181,Silver,SK,41,1432,88,24,211853.39,85.7,0.81,0.0,464.51486,Low
ACC-01182,Gold,SK,21,550,28,17,73351.53,91.5,0.77,8565.07,8632.255,Medium
ACC-01183,Bronze,CZ,18,715,57,9,36224.87,57.9,0.23,0.0,363.70413,Low
ACC-01184,Gold,CZ,36,1065,349,10,64727.28,64.4,0.47,0.0,167.44179,Low
ACC-01185,Silver,SK,37,521,74,4,35517.7,68.6,0.25,38065.55,36683.383,High
ACC-01186,Silver,SK,40,1115,131,8,48598.23,66.3,0.3,2889.92,3299.6309,Low
ACC-01187,Gold,CZ,45,1235,748,5,28140.71,40.4,0.08,0.0,1808.5812,Low
ACC-01188,Bronze,CZ,35,1218,805,5,18425.0,25.6,0.11,0.0,103.59722,Low
ACC-01189,Silver,CZ,44,914,47,7,42277.07,49.1,0.38,0.0,1847.7845,Low
ACC-01190,Bronze,CZ,53,926,829,1,4563.42,13.7,0.13,0.0,164.16129,Low
ACC-01191,Bronze,SK,33,591,113,6,43795.17,47.0,0.27,0.0,7463.7495,Medium
ACC-01192,Bronze,SK,36,764,592,2,7032.85,19.0,0.23,0.0,381.30344,Low
ACC-01193,Silver,CZ,46,1368,795,4,9718.32,15.5,0.13,0.0,61.785625,Low
ACC-01194,Silver,CZ,34,670,344,3,6313.7,46.4,0.3,2447.91,5110.3926,Medium
ACC-01195,Bronze,CZ,35,1344,825,5,24674.120000000003,32.8,0.03,0.0,116.17249,Low
ACC-01196,Gold,CZ,34,55,14,1,8219.74,32.7,0.23,1450.1,1668.7211,Low
ACC-01197,Silver,CZ,40,765,316,6,33252.39,61.7,0.41,3479.52,2990.983,Low
ACC-01198,Gold,SK,30,786,139,25,251065.82,83.3,0.79,0.0,380.21817,Low
ACC-01199,Bronze,SK,44,209,33,4,21018.46,45.5,0.32,16230.85,16866.803,Medium
ACC-01200,Bronze,CZ,41,985,909,1,4998.31,32.2,0.13,0.0,148.74713,Low
